sentence,hypothesis,features,contradiction
"define intent stnIntent: for group('guests') add middlebox('ids'), middlebox('parental control')","define intent hypIntent: for group('guests') remove middlebox('load balancer'), middlebox('ids')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.0863398817492, 4]",1
define intent stnIntent: for group('dorms') block service('Sony Playstation 2') protocol('POP3') add middlebox('firewall'),"define intent hypIntent: for group('dorms') allow protocol('smtp'), protocol('dns') add middlebox('firewall')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1.0479840518709844, 3, 1.0, 2]",0
define intent stnIntent: for group('dorms') allow service('stremio') traffic('H323 video conferencing'),"define intent hypIntent: for group('dorms') block protocol('tcp'), protocol('IMAP')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 2, 0, 0]",1
define intent stnIntent: for group('students') allow service('MSN application sharing') traffic('peer2peer') add middlebox('firewall'),define intent hypIntent: for group('students') block service('MSN audio') protocol('ftp') add middlebox('firewall'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.7762866405449605, 2, 1, 2, 0, 1, 0, 1, 1.0, 2]",0
define intent stnIntent: for group('students') add middlebox('firewall'),define intent hypIntent: for group('students') remove middlebox('firewall'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.0, 2]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') unset bandwidth('min', '90', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.38') unset quota('any', '6', 'gb/wk')","[4, 1, 1440.0, 0, 0, 0, 0, 3.074503947750975, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('firewall'), middlebox('parental control'), middlebox('overuse notification')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.79') remove middlebox('parental control'), middlebox('load balancer')","[5, 1, 1440.0, 1, 0, 1, 0, 3.200287476369195, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.799987679251343, 5]",1
"define intent stnIntent: for group('guests') set quota('download', '9', 'gb/wk')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.67') allow service('instagram') traffic('any'),"[4, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') set bandwidth('min', '80', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '30', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 3.2545050259323864, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') remove middlebox('dpi'), middlebox('ips')","define intent hypIntent: for group('student') add middlebox('copyright monitoring'), middlebox('ids'), middlebox('network border system')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2.0582197459238745, 5]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') add middlebox('network border system'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') remove middlebox('firewall'), middlebox('network border system'), middlebox('load balancer')","[5, 1, 1440.0, 1, 0, 1, 0, 3.105726245069434, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.1578791023294723, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') unset quota('download', '9', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set bandwidth('max', '60', 'mbps')","[4, 1, 1440.0, 1, 0, 0, 0, 3.150540220952477, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') allow traffic('peer2peer'), traffic('any')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') block protocol('https'), protocol('quic')","[5, 1, 1440.0, 1, 0, 1, 1, 2.853875683884586, 4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('traffics monitor'),define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') allow service('popcorn time') traffic('any'),"[4, 1, 1440.0, 0, 0, 1, 0, 3.2430324433087527, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set quota('any', '1', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.85') set quota('download', '8', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.156105103336869, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') set quota('any', '8', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '10', 'mbps')","[3, 1, 1440.0, 0, 0, 1, 0, 3.2545050259323864, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set bandwidth('max', '20', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') set bandwidth('max', '60', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.853875683884586, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.80') set bandwidth('min', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('min', '10', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 2.9223108428752607, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set bandwidth('max', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.13') set bandwidth('max', '60', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.059477784515689, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') unset quota('upload', '8', 'gb/wk')","[4, 1, 1440.0, 1, 0, 1, 0, 3.021214947784426, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('students') allow service('MSN chat') traffic('video conference'),"define intent hypIntent: for group('pupil') block traffic('voip'), traffic('social media')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0.8997844855236876, 3, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('copyright monitoring'), middlebox('network border system')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.83') add middlebox('dpi'), middlebox('ips')","[5, 1, 1440.0, 0, 0, 1, 0, 3.1132766348355956, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.9987431019108688, 4]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('parental control'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.85') remove middlebox('parental control'), middlebox('overuse notification'), middlebox('firewall')","[5, 1, 1440.0, 1, 0, 1, 0, 3.156105103336869, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.0325744513011026, 4]",1
define intent stnIntent: for group('students') remove middlebox('network border system'),"define intent hypIntent: for group('students') remove middlebox('copyright monitoring'), middlebox('ids'), middlebox('dpi')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.2737251453469234, 4]",0
"define intent stnIntent: for group('guests') set bandwidth('min', '10', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('max', '90', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set bandwidth('max', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('copyright monitoring'), middlebox('parental control'), middlebox('ips')","[2, 1, 1440.0, 0, 0, 1, 0, 3.2563507891974, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.12'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.025758539201859, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('dorms') block service('PC Telephone') traffic('voip'),define intent hypIntent: for group('hall') allow traffic('peer2peer'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0.5145177123331772, 2, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set quota('any', '8', 'gb/wk')","define intent hypIntent: for group('student') set quota('download', '9', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.14') unset bandwidth('min', '10', 'mbps')","define intent hypIntent: for group('students') unset bandwidth('min', '30', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') set bandwidth('max', '60', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.34') set bandwidth('min', '90', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.8880957437774972, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set bandwidth('max', '10', 'mbps') start hour('05:40') end hour('09:40')","define intent hypIntent: for group('students') set bandwidth('min', '20', 'mbps') start hour('15:20') end hour('18:20')","[5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '70', 'mbps')","define intent hypIntent: for group('dorms') set bandwidth('min', '60', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('min', '20', 'mbps')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') allow service('email') traffic('any'),"[2, 1, 1440.0, 0, 0, 1, 0, 3.3955568857562426, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('unit firewall'), middlebox('load balancer'), middlebox('parental control')",define intent hypIntent: for group('dorms') remove middlebox('load balancer'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.332377269027119, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.68') set bandwidth('min', '90', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.85') unset quota('any', '3', 'gb/wk')","[3, 1, 1440.0, 1, 0, 0, 0, 3.1645910450311896, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') set quota('any', '6', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.18') set quota('download', '9', 'gb/wk')","[4, 0, 1440.0, 0, 0, 1, 0, 3.1846780987895533, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') unset quota('any', '9', 'gb/wk')","define intent hypIntent: for group('guests') set bandwidth('min', '90', 'mbps')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') add middlebox('traffics monitor'),"define intent hypIntent: for group('dormitory') remove middlebox('copyright monitoring'), middlebox('traffics monitor'), middlebox('ids')","[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.9848681802989696, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.49') unset quota('download', '3', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') unset bandwidth('max', '40', 'mbps')","[3, 1, 1440.0, 0, 0, 1, 0, 3.2806215806022623, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') add middlebox('network border system'),"define intent hypIntent: for group('student residence') remove middlebox('traffics monitor'), middlebox('network border system')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.5437853744012306, 3]",1
"define intent stnIntent: for group('students') unset quota('upload', '9', 'gb/wk') start hour('03:30') end hour('10:20')","define intent hypIntent: for group('students') unset bandwidth('min', '50', 'mbps') start hour('15:00') end hour('17:40')","[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('students') allow service('CounterStrike') traffic('file sharing'),define intent hypIntent: for group('students') block service('youtube') traffic('file sharing'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.5777200999033144, 2, 1, 2, 1.0, 2, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('min', '50', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set quota('download', '1', 'gb/wk')","[3, 1, 1440.0, 0, 0, 0, 0, 3.327823164852079, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') set quota('upload', '1', 'gb/wk')","define intent hypIntent: for group('dorms') set quota('any', '9', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('upload', '7', 'gb/wk')","define intent hypIntent: for group('dorms') set quota('any', '5', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set quota('any', '8', 'gb/wk')","define intent hypIntent: for group('guest') set quota('upload', '5', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') allow service('irc'), service('listserver') add middlebox('firewall')",define intent hypIntent: for group('students') block service('bittorrent') add middlebox('firewall'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 1.0832901359731872, 3, 1, 2, 0, 0, 0, 0, 1.0, 2]",0
"define intent stnIntent: for group('students') add middlebox('load balancer'), middlebox('parental control'), middlebox('copyright monitoring')","define intent hypIntent: for group('student') remove middlebox('parental control'), middlebox('dpi'), middlebox('unit firewall')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5.462985842617565, 6]",1
"define intent stnIntent: for group('guests') unset quota('upload', '6', 'gb/wk') start hour('03:30') end hour('09:10')","define intent hypIntent: for group('guests') unset bandwidth('max', '40', 'mbps') start hour('14:10') end hour('17:40')","[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set bandwidth('max', '10', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('min', '10', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 3.0860683831188007, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') add middlebox('traffics monitor'), middlebox('dpi'), middlebox('overuse notification') start hour('05:30') end hour('13:40')","define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('dpi'), middlebox('ids') start hour('14:00') end hour('18:40')","[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 4.837155813728062, 6]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '20', 'mbps') start hour('12:20') end hour('14:30')","define intent hypIntent: for group('dorms') set bandwidth('max', '80', 'mbps') start hour('09:40') end hour('15:30')","[5, 0, 131.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') set quota('download', '4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') add middlebox('network border system'), middlebox('copyright monitoring')","[3, 1, 1440.0, 0, 0, 1, 0, 3.1237317875048407, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('ips'), middlebox('load balancer')","define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('network border system'), middlebox('dpi')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 4.409294280525467, 6]",1
define intent stnIntent: for group('dorms') allow service('file transfer') traffic('voip') add middlebox('firewall'),define intent hypIntent: for group('dorms') block service('Sony Playstation 2') traffic('streaming'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.31729324395625425, 2, 1, 2, 0.4226733553756494, 2, 0, 0, 0, 1]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('upload', '4', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.21') set quota('upload', '5', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 2.6266152834274497, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('network border system'), middlebox('overuse notification') start hour('06:40') end hour('12:40')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') remove middlebox('network border system'), middlebox('dpi'), middlebox('parental control') start hour('15:40') end hour('16:40')","[3, 1, 0, 1, 0, 0, 0, 2.892135909524172, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.9650549679853233, 5]",0
"define intent stnIntent: for group('guests') add middlebox('traffics monitor'), middlebox('ids'), middlebox('load balancer')","define intent hypIntent: for group('visitors') remove middlebox('ids'), middlebox('overuse notification')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3.0858894800838477, 5]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set quota('upload', '8', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.66') set bandwidth('max', '20', 'mbps')","[5, 1, 1440.0, 0, 0, 1, 0, 2.716592909994814, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set quota('download', '4', 'gb/wk')","define intent hypIntent: for group('guests') set quota('any', '2', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') remove middlebox('ids'), middlebox('ips'), middlebox('dpi')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') remove middlebox('load balancer'),"[3, 1, 1440.0, 0, 0, 0, 0, 3.0762198390528996, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.908987235513653, 4]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') allow service('MSN video') traffic('peer2peer'),define intent hypIntent: for group('students') block service('email') traffic('social media'),"[3, 1, 1440.0, 1, 0, 1, 1, 0, 2, 0.5383847215692616, 2, 0, 1, 0.5446617430288232, 2, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.8') allow service('MSN video') protocol('secure POP') start hour('04:30') end hour('10:10'),"define intent hypIntent: for group('students') block protocol('smtp'), protocol('https') start hour('14:10') end hour('18:20')","[5, 1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0.9272541660023368, 3, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') set bandwidth('max', '20', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('min', '80', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set bandwidth('min', '30', 'mbps') start hour('06:30') end hour('09:40')","define intent hypIntent: for group('dorms') set quota('download', '2', 'gb/wk') start hour('15:30') end hour('16:30')","[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set bandwidth('max', '30', 'mbps') start hour('08:10') end hour('15:40')","define intent hypIntent: for group('students') set bandwidth('min', '90', 'mbps')","[5, 0, 451.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('any', '4', 'gb/wk')","define intent stnIntent: for group('guests') add middlebox('network border system'), middlebox('ids')","[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: for group('students') set quota('upload', '5', 'gb/wk') start hour('10:00') end hour('17:00')","define intent hypIntent: for group('students') set quota('upload', '4', 'gb/wk') start hour('12:40') end hour('18:20')","[5, 0, 261.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('min', '50', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('download', '8', 'gb/wk')","[2, 1, 1440.0, 0, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') allow service('CounterStrike'), service('email')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.25') block service('amazon prime video') protocol('POP3'),"[5, 1, 1440.0, 1, 0, 1, 1, 3.1131377287436917, 4, 0.9067299083031285, 3, 0, 0, 0, 0, 0, 1, 0, 0]",1
"define intent stnIntent: for group('students') remove middlebox('network border system'), middlebox('parental control'), middlebox('overuse notification') start hour('06:10') end hour('09:30')",define intent hypIntent: for group('students') remove middlebox('dpi') start hour('16:40') end hour('17:30'),"[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.3995588542808273, 4]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('max', '90', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.69') set bandwidth('min', '50', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.7362661052029953, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') set quota('download', '1', 'gb/wk')","define intent hypIntent: for group('guests') set bandwidth('max', '10', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('guests') allow service('youtube') protocol('secure POP'),define intent hypIntent: for group('non registered users') block traffic('email') protocol('udp'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0.36282065345548115, 2, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('stremio') traffic('voip') start hour('04:40') end hour('11:30'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('vimeo') protocol('ftp') start hour('15:20') end hour('18:10'),"[2, 1, 0, 0, 0, 0, 0, 4.0, 4, 0.5936408534221981, 2, 0, 0, 0, 1, 0, 1, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') add middlebox('ips'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.18') remove middlebox('firewall'), middlebox('ips')","[3, 1, 1440.0, 1, 0, 1, 0, 3.2980786163994016, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.25096918298911, 3]",1
"define intent stnIntent: for group('dorms') remove middlebox('firewall'), middlebox('copyright monitoring'), middlebox('traffics monitor')",define intent hypIntent: for group('dorms') add middlebox('ids'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.0417093572502494, 4]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set bandwidth('max', '20', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 3.081172341631688, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') allow service('NETBIOS') traffic('video conference') add middlebox('firewall'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') block protocol('sftp'), protocol('telnet') add middlebox('firewall')","[3, 1, 1440.0, 1, 0, 1, 0, 2.898905467743407, 4, 0, 1, 0, 0, 0, 1, 0, 2, 1.0, 2]",0
define intent stnIntent: for group('guests') allow service('email') traffic('file sharing'),"define intent hypIntent: for group('guest networks') block protocol('tcp'), protocol('dns')","[5, 1, 1440.0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 2, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow service('Sony Playstation 2') protocol('ftp'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') allow service('bittorrent') protocol('secure IMAP'),"[3, 1, 1440.0, 0, 0, 1, 0, 3.0890274969886993, 4, 0.3070675431799202, 2, 0, 0, 0, 0, 0.36747444448036326, 2, 0, 0]",0
define intent stnIntent: for group('students') allow service('listserver') traffic('email'),define intent hypIntent: for group('pupil') block service('netflix') protocol('secure IMAP'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0.4933610380470458, 2, 0, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') add middlebox('unit firewall'), middlebox('dpi')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow service('MSN video') protocol('snmp'),"[2, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2]",0
